Region,id,phyto_dates,nearest_dates
Emilia-Romagna,1017,2016-04-30,2016-04-04
Emilia-Romagna,1017,2016-05-31,2016-05-06
Emilia-Romagna,1017,2016-06-30,2016-06-08
Emilia-Romagna,1017,2016-07-31,2016-07-12
Emilia-Romagna,1017,2016-08-31,2016-08-04
Emilia-Romagna,1017,2016-09-30,2016-09-29
Emilia-Romagna,1017,2016-10-31,2016-10-17
Emilia-Romagna,1017,2016-11-30,2016-11-17
Emilia-Romagna,1017,2016-12-31,2016-12-06
Emilia-Romagna,1017,2017-01-31,2017-01-12
Emilia-Romagna,1017,2017-02-28,2017-02-02
Emilia-Romagna,1017,2017-03-31,2017-03-06
Emilia-Romagna,1017,2017-04-30,2017-04-04
Emilia-Romagna,1017,2017-05-31,2017-05-18
Emilia-Romagna,1017,2017-06-30,2017-06-05
Emilia-Romagna,1017,2017-07-31,2017-07-06
Emilia-Romagna,1017,2017-08-31,2017-08-02
Emilia-Romagna,1017,2017-09-30,2017-09-06
Emilia-Romagna,1017,2017-10-31,2017-10-03
Emilia-Romagna,1017,2017-11-30,2017-11-22
Emilia-Romagna,1017,2017-12-31,2017-12-20
Emilia-Romagna,2004,2015-07-31,2015-07-20
Emilia-Romagna,2004,2015-08-31,2015-08-03
Emilia-Romagna,2004,2015-09-30,2015-09-30
Emilia-Romagna,2004,2015-10-31,2015-10-27
Emilia-Romagna,2004,2015-11-30,2015-11-05
Emilia-Romagna,2004,2015-12-31,2015-12-21
Emilia-Romagna,2004,2016-01-31,2016-01-20
Emilia-Romagna,2004,2016-02-29,2016-02-02
Emilia-Romagna,2004,2016-03-31,2016-03-21
Emilia-Romagna,2004,2016-04-30,2016-04-05
Emilia-Romagna,2004,2016-05-31,2016-05-18
Emilia-Romagna,2004,2016-06-30,2016-06-07
Emilia-Romagna,2004,2016-07-31,2016-07-05
Emilia-Romagna,2004,2016-08-31,2016-08-03
Emilia-Romagna,2004,2016-09-30,2016-09-26
Emilia-Romagna,2004,2016-10-31,2016-10-19
Emilia-Romagna,2004,2016-11-30,2016-11-16
Emilia-Romagna,2004,2016-12-31,2016-12-07
Emilia-Romagna,2004,2017-01-31,2017-01-27
Emilia-Romagna,2004,2017-02-28,2017-02-01
Emilia-Romagna,2004,2017-03-31,2017-03-10
Emilia-Romagna,2004,2017-04-30,2017-04-06
Emilia-Romagna,2004,2017-05-31,2017-05-17
Emilia-Romagna,2004,2017-06-30,2017-06-07
Emilia-Romagna,2004,2017-07-31,2017-07-05
Emilia-Romagna,2004,2017-08-31,2017-08-01
Emilia-Romagna,2004,2017-09-30,2017-09-05
Emilia-Romagna,2004,2017-10-31,2017-10-02
Emilia-Romagna,2004,2017-11-30,2017-11-20
Emilia-Romagna,2004,2017-12-31,2017-12-18
Emilia-Romagna,2014,2015-07-31,2015-07-21
Emilia-Romagna,2014,2015-08-31,2015-08-04
Emilia-Romagna,2014,2015-09-30,2015-09-30
Emilia-Romagna,2014,2015-10-31,2015-10-28
Emilia-Romagna,2014,2015-11-30,2015-11-04
Emilia-Romagna,2014,2015-12-31,2015-12-22
Emilia-Romagna,2014,2016-01-31,2016-01-14
Emilia-Romagna,2014,2016-02-29,2016-02-01
Emilia-Romagna,2014,2016-03-31,2016-03-25
Emilia-Romagna,2014,2016-04-30,2016-04-04
Emilia-Romagna,2014,2016-05-31,2016-05-04
Emilia-Romagna,2014,2016-06-30,2016-06-08
Emilia-Romagna,2014,2016-07-31,2016-07-12
Emilia-Romagna,2014,2016-08-31,2016-08-04
Emilia-Romagna,2014,2016-09-30,2016-09-29
Emilia-Romagna,2014,2016-10-31,2016-10-03
Emilia-Romagna,2014,2016-11-30,2016-11-17
Emilia-Romagna,2014,2016-12-31,2016-12-06
Emilia-Romagna,2014,2017-01-31,2017-01-12
Emilia-Romagna,2014,2017-02-28,2017-02-02
Emilia-Romagna,2014,2017-03-31,2017-03-06
Emilia-Romagna,2014,2017-04-30,2017-04-04
Emilia-Romagna,2014,2017-05-31,2017-05-15
Emilia-Romagna,2014,2017-06-30,2017-06-05
Emilia-Romagna,2014,2017-07-31,2017-07-06
Emilia-Romagna,2014,2017-08-31,2017-08-02
Emilia-Romagna,2014,2017-09-30,2017-09-06
Emilia-Romagna,2014,2017-10-31,2017-10-03
Emilia-Romagna,2014,2017-11-30,2017-11-22
Emilia-Romagna,2014,2017-12-31,2017-12-19
Emilia-Romagna,2017,2015-07-31,2015-07-21
Emilia-Romagna,2017,2015-08-31,2015-08-04
Emilia-Romagna,2017,2015-09-30,2015-09-30
Emilia-Romagna,2017,2015-10-31,2015-10-28
Emilia-Romagna,2017,2015-11-30,2015-11-04
Emilia-Romagna,2017,2015-12-31,2015-12-22
Emilia-Romagna,2017,2016-01-31,2016-01-19
Emilia-Romagna,2017,2016-02-29,2016-02-01
Emilia-Romagna,2017,2016-03-31,2016-03-25
Emilia-Romagna,2017,2016-04-30,2016-04-04
Emilia-Romagna,2017,2016-05-31,2016-05-06
Emilia-Romagna,2017,2016-06-30,2016-06-08
Emilia-Romagna,2017,2016-07-31,2016-07-12
Emilia-Romagna,2017,2016-08-31,2016-08-04
Emilia-Romagna,2017,2016-09-30,2016-09-29
Emilia-Romagna,2017,2016-10-31,2016-10-17
Emilia-Romagna,2017,2016-11-30,2016-11-17
Emilia-Romagna,2017,2016-12-31,2016-12-06
Emilia-Romagna,2017,2017-01-31,2017-01-12
Emilia-Romagna,2017,2017-02-28,2017-02-02
Emilia-Romagna,2017,2017-03-31,2017-03-06
Emilia-Romagna,2017,2017-04-30,2017-04-04
Emilia-Romagna,2017,2017-05-31,2017-05-18
Emilia-Romagna,2017,2017-06-30,2017-06-05
Emilia-Romagna,2017,2017-07-31,2017-07-06
Emilia-Romagna,2017,2017-08-31,2017-08-02
Emilia-Romagna,2017,2017-09-30,2017-09-06
Emilia-Romagna,2017,2017-10-31,2017-10-03
Emilia-Romagna,2017,2017-11-30,2017-11-22
Emilia-Romagna,2017,2017-12-31,2017-12-20
Emilia-Romagna,604,2015-07-31,2015-07-20
Emilia-Romagna,604,2015-08-31,2015-08-03
Emilia-Romagna,604,2015-09-30,2015-09-30
Emilia-Romagna,604,2015-10-31,2015-10-27
Emilia-Romagna,604,2015-11-30,2015-11-05
Emilia-Romagna,604,2015-12-31,2015-12-21
Emilia-Romagna,604,2016-01-31,2016-01-20
Emilia-Romagna,604,2016-02-29,2016-02-02
Emilia-Romagna,604,2016-03-31,2016-03-21
Emilia-Romagna,604,2016-04-30,2016-04-05
Emilia-Romagna,604,2016-05-31,2016-05-18
Emilia-Romagna,604,2016-06-30,2016-06-07
Emilia-Romagna,604,2016-07-31,2016-07-05
Emilia-Romagna,604,2016-08-31,2016-08-03
Emilia-Romagna,604,2016-09-30,2016-09-26
Emilia-Romagna,604,2016-10-31,2016-10-19
Emilia-Romagna,604,2016-11-30,2016-11-16
Emilia-Romagna,604,2016-12-31,2016-12-07
Emilia-Romagna,604,2017-01-31,2017-01-27
Emilia-Romagna,604,2017-02-28,2017-02-01
Emilia-Romagna,604,2017-03-31,2017-03-10
Emilia-Romagna,604,2017-04-30,2017-04-06
Emilia-Romagna,604,2017-05-31,2017-05-17
Emilia-Romagna,604,2017-06-30,2017-06-07
Emilia-Romagna,604,2017-07-31,2017-07-05
Emilia-Romagna,604,2017-08-31,2017-08-01
Emilia-Romagna,604,2017-09-30,2017-09-05
Emilia-Romagna,604,2017-10-31,2017-10-02
Emilia-Romagna,604,2017-11-30,2017-11-20
Emilia-Romagna,604,2017-12-31,2017-12-18
Emilia-Romagna,614,2015-07-31,2015-07-21
Emilia-Romagna,614,2015-08-31,2015-08-04
Emilia-Romagna,614,2015-09-30,2015-09-30
Emilia-Romagna,614,2015-10-31,2015-10-28
Emilia-Romagna,614,2015-11-30,2015-11-04
Emilia-Romagna,614,2015-12-31,2015-12-22
Emilia-Romagna,614,2016-01-31,2016-01-14
Emilia-Romagna,614,2016-02-29,2016-02-01
Emilia-Romagna,614,2016-03-31,2016-03-25
Emilia-Romagna,614,2016-04-30,2016-04-04
Emilia-Romagna,614,2016-05-31,2016-05-04
Emilia-Romagna,614,2016-06-30,2016-06-08
Emilia-Romagna,614,2016-07-31,2016-07-07
Emilia-Romagna,614,2016-08-31,2016-08-04
Emilia-Romagna,614,2016-09-30,2016-09-29
Emilia-Romagna,614,2016-10-31,2016-10-03
Emilia-Romagna,614,2016-11-30,2016-11-17
Emilia-Romagna,614,2016-12-31,2016-12-06
Emilia-Romagna,614,2017-01-31,2017-01-12
Emilia-Romagna,614,2017-02-28,2017-02-02
Emilia-Romagna,614,2017-03-31,2017-03-06
Emilia-Romagna,614,2017-04-30,2017-04-04
Emilia-Romagna,614,2017-05-31,2017-05-15
Emilia-Romagna,614,2017-06-30,2017-06-05
Emilia-Romagna,614,2017-07-31,2017-07-06
Emilia-Romagna,614,2017-08-31,2017-08-02
Emilia-Romagna,614,2017-09-30,2017-09-06
Emilia-Romagna,614,2017-10-31,2017-10-03
Emilia-Romagna,614,2017-11-30,2017-11-22
Emilia-Romagna,614,2017-12-31,2017-12-19
Emilia-Romagna,617,2015-07-31,2015-07-21
Emilia-Romagna,617,2015-08-31,2015-08-04
Emilia-Romagna,617,2015-09-30,2015-09-30
Emilia-Romagna,617,2015-10-31,2015-10-28
Emilia-Romagna,617,2015-11-30,2015-11-04
Emilia-Romagna,617,2015-12-31,2015-12-22
Emilia-Romagna,617,2016-01-31,2016-01-19
Emilia-Romagna,617,2016-02-29,2016-02-01
Emilia-Romagna,617,2016-03-31,2016-03-25
Emilia-Romagna,617,2016-04-30,2016-04-04
Emilia-Romagna,617,2016-05-31,2016-05-06
Emilia-Romagna,617,2016-06-30,2016-06-08
Emilia-Romagna,617,2016-07-31,2016-07-12
Emilia-Romagna,617,2016-08-31,2016-08-04
Emilia-Romagna,617,2016-09-30,2016-09-29
Emilia-Romagna,617,2016-10-31,2016-10-17
Emilia-Romagna,617,2016-11-30,2016-11-17
Emilia-Romagna,617,2016-12-31,2016-12-06
Emilia-Romagna,617,2017-01-31,2017-01-12
Emilia-Romagna,617,2017-02-28,2017-02-02
Emilia-Romagna,617,2017-03-31,2017-03-06
Emilia-Romagna,617,2017-04-30,2017-04-04
Emilia-Romagna,617,2017-05-31,2017-05-18
Emilia-Romagna,617,2017-06-30,2017-06-05
Emilia-Romagna,617,2017-07-31,2017-07-06
Emilia-Romagna,617,2017-08-31,2017-08-02
Emilia-Romagna,617,2017-09-30,2017-09-06
Emilia-Romagna,617,2017-10-31,2017-10-03
Emilia-Romagna,617,2017-11-30,2017-11-22
Emilia-Romagna,617,2017-12-31,2017-12-20
Friuli-Venezia-Giulia,ITA06SMLG1,2015-07-31,2015-07-21
Friuli-Venezia-Giulia,ITA06SMLG1,2015-09-30,2015-09-11
Friuli-Venezia-Giulia,ITA06SMLG1,2015-11-30,2015-11-25
Friuli-Venezia-Giulia,ITA06SMLG1,2016-01-31,2016-01-20
Friuli-Venezia-Giulia,ITA06SMLG1,2016-03-31,2016-03-18
Friuli-Venezia-Giulia,ITA06SMLG1,2016-05-31,2016-05-16
Friuli-Venezia-Giulia,ITA06SMLG1,2016-07-31,2016-07-19
Friuli-Venezia-Giulia,ITA06SMLG1,2016-09-30,2016-09-08
Friuli-Venezia-Giulia,ITA06SMLG1,2016-11-30,2016-11-23
Friuli-Venezia-Giulia,ITA06SMLG1,2017-01-31,2017-01-09
Friuli-Venezia-Giulia,ITA06SMLG1,2017-03-31,2017-03-02
Friuli-Venezia-Giulia,ITA06SMLG1,2017-05-31,2017-05-03
Friuli-Venezia-Giulia,ITA06SMLG1,2017-07-31,2017-07-04
Friuli-Venezia-Giulia,ITA06SMLG1,2017-09-30,2017-09-13
Friuli-Venezia-Giulia,ITA06SMLG1,2017-11-30,2017-11-20
Friuli-Venezia-Giulia,ITA06SMLG2,2015-07-31,2015-07-21
Friuli-Venezia-Giulia,ITA06SMLG2,2015-09-30,2015-09-11
Friuli-Venezia-Giulia,ITA06SMLG2,2015-11-30,2015-11-25
Friuli-Venezia-Giulia,ITA06SMLG2,2016-01-31,2016-01-20
Friuli-Venezia-Giulia,ITA06SMLG2,2016-03-31,2016-03-18
Friuli-Venezia-Giulia,ITA06SMLG2,2016-05-31,2016-05-16
Friuli-Venezia-Giulia,ITA06SMLG2,2016-07-31,2016-07-19
Friuli-Venezia-Giulia,ITA06SMLG2,2016-09-30,2016-09-08
Friuli-Venezia-Giulia,ITA06SMLG2,2016-11-30,2016-11-23
Friuli-Venezia-Giulia,ITA06SMLG2,2017-01-31,2017-01-09
Friuli-Venezia-Giulia,ITA06SMLG2,2017-03-31,2017-03-02
Friuli-Venezia-Giulia,ITA06SMLG2,2017-05-31,2017-05-03
Friuli-Venezia-Giulia,ITA06SMLG2,2017-07-31,2017-07-04
Friuli-Venezia-Giulia,ITA06SMLG2,2017-09-30,2017-09-13
Friuli-Venezia-Giulia,ITA06SMLG2,2017-11-30,2017-11-20
Friuli-Venezia-Giulia,ITA06SMLG3,2015-07-31,2015-07-21
Friuli-Venezia-Giulia,ITA06SMLG3,2015-09-30,2015-09-11
Friuli-Venezia-Giulia,ITA06SMLG3,2015-11-30,2015-11-25
Friuli-Venezia-Giulia,ITA06SMLG3,2016-01-31,2016-01-20
Friuli-Venezia-Giulia,ITA06SMLG3,2016-03-31,2016-03-18
Friuli-Venezia-Giulia,ITA06SMLG3,2016-05-31,2016-05-16
Friuli-Venezia-Giulia,ITA06SMLG3,2016-07-31,2016-07-19
Friuli-Venezia-Giulia,ITA06SMLG3,2016-09-30,2016-09-08
Friuli-Venezia-Giulia,ITA06SMLG3,2016-11-30,2016-11-23
Friuli-Venezia-Giulia,ITA06SMLG3,2017-01-31,2017-01-09
Friuli-Venezia-Giulia,ITA06SMLG3,2017-03-31,2017-03-02
Friuli-Venezia-Giulia,ITA06SMLG3,2017-05-31,2017-05-03
Friuli-Venezia-Giulia,ITA06SMLG3,2017-07-31,2017-07-04
Friuli-Venezia-Giulia,ITA06SMLG3,2017-09-30,2017-09-13
Friuli-Venezia-Giulia,ITA06SMLG3,2017-11-30,2017-11-20
Friuli-Venezia-Giulia,ITA06SMTS1,2015-07-31,2015-07-22
Friuli-Venezia-Giulia,ITA06SMTS1,2015-09-30,2015-09-25
Friuli-Venezia-Giulia,ITA06SMTS1,2015-11-30,2015-11-05
Friuli-Venezia-Giulia,ITA06SMTS1,2016-01-31,2016-01-08
Friuli-Venezia-Giulia,ITA06SMTS1,2016-03-31,2016-03-11
Friuli-Venezia-Giulia,ITA06SMTS1,2016-05-31,2016-05-04
Friuli-Venezia-Giulia,ITA06SMTS1,2016-07-31,2016-07-20
Friuli-Venezia-Giulia,ITA06SMTS1,2016-09-30,2016-09-15
Friuli-Venezia-Giulia,ITA06SMTS1,2016-11-30,2016-11-24
Friuli-Venezia-Giulia,ITA06SMTS1,2017-01-31,2017-01-12
Friuli-Venezia-Giulia,ITA06SMTS1,2017-03-31,2017-03-08
Friuli-Venezia-Giulia,ITA06SMTS1,2017-05-31,2017-05-11
Friuli-Venezia-Giulia,ITA06SMTS1,2017-07-31,2017-07-06
Friuli-Venezia-Giulia,ITA06SMTS1,2017-09-30,2017-09-28
Friuli-Venezia-Giulia,ITA06SMTS1,2017-11-30,2017-11-22
Friuli-Venezia-Giulia,ITA06SMTS2,2015-07-31,2015-07-22
Friuli-Venezia-Giulia,ITA06SMTS2,2015-09-30,2015-09-25
Friuli-Venezia-Giulia,ITA06SMTS2,2015-11-30,2015-11-05
Friuli-Venezia-Giulia,ITA06SMTS2,2016-01-31,2016-01-08
Friuli-Venezia-Giulia,ITA06SMTS2,2016-03-31,2016-03-11
Friuli-Venezia-Giulia,ITA06SMTS2,2016-05-31,2016-05-04
Friuli-Venezia-Giulia,ITA06SMTS2,2016-07-31,2016-07-20
Friuli-Venezia-Giulia,ITA06SMTS2,2016-09-30,2016-09-15
Friuli-Venezia-Giulia,ITA06SMTS2,2016-11-30,2016-11-24
Friuli-Venezia-Giulia,ITA06SMTS2,2017-01-31,2017-01-12
Friuli-Venezia-Giulia,ITA06SMTS2,2017-03-31,2017-03-08
Friuli-Venezia-Giulia,ITA06SMTS2,2017-05-31,2017-05-11
Friuli-Venezia-Giulia,ITA06SMTS2,2017-07-31,2017-07-06
Friuli-Venezia-Giulia,ITA06SMTS2,2017-09-30,2017-09-28
Friuli-Venezia-Giulia,ITA06SMTS2,2017-11-30,2017-11-22
Friuli-Venezia-Giulia,ITA06SMTS3,2015-07-31,2015-07-22
Friuli-Venezia-Giulia,ITA06SMTS3,2015-09-30,2015-09-25
Friuli-Venezia-Giulia,ITA06SMTS3,2015-11-30,2015-11-05
Friuli-Venezia-Giulia,ITA06SMTS3,2016-01-31,2016-01-08
Friuli-Venezia-Giulia,ITA06SMTS3,2016-03-31,2016-03-11
Friuli-Venezia-Giulia,ITA06SMTS3,2016-05-31,2016-05-04
Friuli-Venezia-Giulia,ITA06SMTS3,2016-07-31,2016-07-20
Friuli-Venezia-Giulia,ITA06SMTS3,2016-09-30,2016-09-15
Friuli-Venezia-Giulia,ITA06SMTS3,2016-11-30,2016-11-24
Friuli-Venezia-Giulia,ITA06SMTS3,2017-01-31,2017-01-12
Friuli-Venezia-Giulia,ITA06SMTS3,2017-03-31,2017-03-08
Friuli-Venezia-Giulia,ITA06SMTS3,2017-05-31,2017-05-11
Friuli-Venezia-Giulia,ITA06SMTS3,2017-07-31,2017-07-06
Friuli-Venezia-Giulia,ITA06SMTS3,2017-09-30,2017-09-28
Friuli-Venezia-Giulia,ITA06SMTS3,2017-11-30,2017-11-22
Lazio,IT_m1lt01_12,2015-11-30,2015-11-04
Lazio,IT_m1lt01_12,2015-12-31,2015-12-03
Lazio,IT_m1lt01_12,2016-03-31,2016-03-10
Lazio,IT_m1lt01_12,2016-05-31,2016-05-31
Lazio,IT_m1lt01_12,2016-05-31,2016-05-31
Lazio,IT_m1lt01_12,2016-07-31,2016-07-28
Lazio,IT_m1lt01_12,2016-09-30,2016-09-13
Lazio,IT_m1lt01_12,2016-11-30,2016-11-28
Lazio,IT_m1lt01_12,2017-01-31,2017-01-31
Lazio,IT_m1lt01_12,2017-03-31,2017-03-16
Lazio,IT_m1lt01_12,2017-05-31,2017-05-17
Lazio,IT_m1lt01_12,2017-07-31,2017-07-19
Lazio,IT_m1lt01_12,2017-09-30,2017-09-25
Lazio,IT_m1lt01_3,2015-11-30,2015-11-04
Lazio,IT_m1lt01_3,2015-12-31,2015-12-03
Lazio,IT_m1lt01_3,2016-03-31,2016-03-10
Lazio,IT_m1lt01_3,2016-05-31,2016-05-31
Lazio,IT_m1lt01_3,2016-07-31,2016-07-28
Lazio,IT_m1lt01_3,2016-09-30,2016-09-13
Lazio,IT_m1lt01_3,2016-11-30,2016-11-28
Lazio,IT_m1lt01_3,2017-01-31,2017-01-31
Lazio,IT_m1lt01_3,2017-03-31,2017-03-16
Lazio,IT_m1lt01_3,2017-05-31,2017-05-17
Lazio,IT_m1lt01_3,2017-07-31,2017-07-19
Lazio,IT_m1lt01_3,2017-09-30,2017-09-25
Lazio,IT_m1lt01_6,2015-11-30,2015-11-04
Lazio,IT_m1lt01_6,2015-12-31,2015-12-03
Lazio,IT_m1lt01_6,2016-03-31,2016-03-10
Lazio,IT_m1lt01_6,2016-05-31,2016-05-31
Lazio,IT_m1lt01_6,2016-07-31,2016-07-28
Lazio,IT_m1lt01_6,2016-09-30,2016-09-13
Lazio,IT_m1lt01_6,2016-11-30,2016-11-28
Lazio,IT_m1lt01_6,2017-01-31,2017-01-31
Lazio,IT_m1lt01_6,2017-03-31,2017-03-16
Lazio,IT_m1lt01_6,2017-05-31,2017-05-17
Lazio,IT_m1lt01_6,2017-07-31,2017-07-19
Lazio,IT_m1lt01_6,2017-09-30,2017-09-25
Lazio,IT_m1lt02_12,2015-08-31,2015-08-05
Lazio,IT_m1lt02_12,2015-11-30,2015-11-03
Lazio,IT_m1lt02_12,2015-12-31,2015-12-04
Lazio,IT_m1lt02_12,2016-03-31,2016-03-14
Lazio,IT_m1lt02_12,2016-05-31,2016-05-27
Lazio,IT_m1lt02_12,2016-07-31,2016-07-20
Lazio,IT_m1lt02_12,2016-09-30,2016-09-29
Lazio,IT_m1lt02_12,2017-01-31,2017-01-30
Lazio,IT_m1lt02_12,2017-03-31,2017-03-17
Lazio,IT_m1lt02_12,2017-05-31,2017-05-10
Lazio,IT_m1lt02_12,2017-07-31,2017-07-12
Lazio,IT_m1lt02_12,2017-09-30,2017-09-21
Lazio,IT_m1lt02_3,2015-08-31,2015-08-05
Lazio,IT_m1lt02_3,2015-11-30,2015-11-03
Lazio,IT_m1lt02_3,2015-12-31,2015-12-04
Lazio,IT_m1lt02_3,2016-03-31,2016-03-14
Lazio,IT_m1lt02_3,2016-05-31,2016-05-27
Lazio,IT_m1lt02_3,2016-07-31,2016-07-20
Lazio,IT_m1lt02_3,2016-09-30,2016-09-29
Lazio,IT_m1lt02_3,2017-01-31,2017-01-30
Lazio,IT_m1lt02_3,2017-03-31,2017-03-17
Lazio,IT_m1lt02_3,2017-05-31,2017-05-10
Lazio,IT_m1lt02_3,2017-07-31,2017-07-12
Lazio,IT_m1lt02_3,2017-09-30,2017-09-21
Lazio,IT_m1lt02_6,2015-08-31,2015-08-05
Lazio,IT_m1lt02_6,2015-11-30,2015-11-03
Lazio,IT_m1lt02_6,2015-12-31,2015-12-04
Lazio,IT_m1lt02_6,2016-03-31,2016-03-14
Lazio,IT_m1lt02_6,2016-05-31,2016-05-27
Lazio,IT_m1lt02_6,2016-07-31,2016-07-20
Lazio,IT_m1lt02_6,2016-09-30,2016-09-29
Lazio,IT_m1lt02_6,2017-01-31,2017-01-30
Lazio,IT_m1lt02_6,2017-03-31,2017-03-17
Lazio,IT_m1lt02_6,2017-05-31,2017-05-10
Lazio,IT_m1lt02_6,2017-07-31,2017-07-12
Lazio,IT_m1lt02_6,2017-09-30,2017-09-21
Lazio,IT_m1rm03_12,2015-10-31,2015-10-30
Lazio,IT_m1rm03_12,2015-12-31,2015-12-17
Lazio,IT_m1rm03_12,2016-04-30,2016-04-21
Lazio,IT_m1rm03_12,2016-06-30,2016-06-20
Lazio,IT_m1rm03_12,2016-07-31,2016-07-12
Lazio,IT_m1rm03_12,2016-10-31,2016-10-11
Lazio,IT_m1rm03_12,2017-02-28,2017-02-17
Lazio,IT_m1rm03_12,2017-03-31,2017-03-22
Lazio,IT_m1rm03_12,2017-05-31,2017-05-30
Lazio,IT_m1rm03_12,2017-08-31,2017-08-24
Lazio,IT_m1rm03_12,2017-09-30,2017-09-26
Lazio,IT_m1rm03_3,2015-10-31,2015-10-30
Lazio,IT_m1rm03_3,2015-12-31,2015-12-17
Lazio,IT_m1rm03_3,2016-04-30,2016-04-21
Lazio,IT_m1rm03_3,2016-06-30,2016-06-20
Lazio,IT_m1rm03_3,2016-07-31,2016-07-12
Lazio,IT_m1rm03_3,2016-10-31,2016-10-11
Lazio,IT_m1rm03_3,2017-02-28,2017-02-17
Lazio,IT_m1rm03_3,2017-03-31,2017-03-22
Lazio,IT_m1rm03_3,2017-05-31,2017-05-30
Lazio,IT_m1rm03_3,2017-08-31,2017-08-24
Lazio,IT_m1rm03_3,2017-09-30,2017-09-26
Lazio,IT_m1rm03_6,2015-10-31,2015-10-30
Lazio,IT_m1rm03_6,2015-12-31,2015-12-17
Lazio,IT_m1rm03_6,2016-04-30,2016-04-21
Lazio,IT_m1rm03_6,2016-06-30,2016-06-20
Lazio,IT_m1rm03_6,2016-07-31,2016-07-12
Lazio,IT_m1rm03_6,2016-10-31,2016-10-11
Lazio,IT_m1rm03_6,2017-02-28,2017-02-17
Lazio,IT_m1rm03_6,2017-03-31,2017-03-22
Lazio,IT_m1rm03_6,2017-05-31,2017-05-30
Lazio,IT_m1rm03_6,2017-08-31,2017-08-24
Lazio,IT_m1rm03_6,2017-09-30,2017-09-26
Lazio,IT_m1vt04_12,2015-08-31,2015-08-12
Lazio,IT_m1vt04_12,2015-11-30,2015-11-06
Lazio,IT_m1vt04_12,2015-12-31,2015-12-03
Lazio,IT_m1vt04_12,2016-01-31,2016-01-25
Lazio,IT_m1vt04_12,2016-03-31,2016-03-18
Lazio,IT_m1vt04_12,2016-07-31,2016-07-22
Lazio,IT_m1vt04_12,2016-08-31,2016-08-26
Lazio,IT_m1vt04_12,2016-09-30,2016-09-26
Lazio,IT_m1vt04_12,2017-02-28,2017-02-17
Lazio,IT_m1vt04_12,2017-03-31,2017-03-16
Lazio,IT_m1vt04_12,2017-05-31,2017-05-18
Lazio,IT_m1vt04_12,2017-08-31,2017-08-02
